	x
31	((((((((Ardipithecus_ramidus:0.204827,(Australopithecus_anamensis:0.174082,(Australopithecus_afarensis:0.164439,(((((Homo_sapiens:0.233148,Homo_ergaster:0.037611):0.053476,Homo_habilis:0.29255):0.219478,((Kenyanthropus_platyops:0.16709,(Homo_rudolfensis:0.153558,Australopithecus_africanus:0.304914):0.081598):0.016038,Australopithecus_sediba:0.09813):0.101145):0.176765,Australopithecus_garhi:0.170135):0.099708,((Paranthropus_robustus:0.416408,Paranthropus_boisei:0.068005):0.312147,Paranthropus_aethiopicus:0.018476):0.773896):0.069386):0.172293):0.007417):0.161928,Sahelanthropus_tchadensis:0.242692):0.130736,Pan_troglodytes:0.038011):0.097552,Gorilla_gorilla:0.193424):0.144714,Pongo_pygmaeus:0.31998):0.096145,Hylobates:0.178942):0.060208,Papio:0.134783):0,Colobus_guereza:0.153679);
32	(((((((Ardipithecus_ramidus:0.226706,(Sahelanthropus_tchadensis:0.068761,(((Paranthropus_aethiopicus:0.015844,(Paranthropus_robustus:0.513356,Paranthropus_boisei:0.062685):0.306704):0.361599,((Australopithecus_afarensis:0.201834,Australopithecus_garhi:0.180425):0.08271,(Australopithecus_sediba:0.016395,(((Homo_rudolfensis:0.133299,Kenyanthropus_platyops:0.330357):0.159644,Australopithecus_africanus:0.338129):0.167596,(Homo_habilis:0.137788,(Homo_ergaster:0.052106,Homo_sapiens:0.221037):0.154292):0.119314):0.045988):0.223967):0.070836):0.106992,Australopithecus_anamensis:0.138717):0.203554):0.045312):0.209291,Pan_troglodytes:0.169388):0.045799,Gorilla_gorilla:0.153416):0.011604,Pongo_pygmaeus:0.421545):0.213016,Hylobates:0.123308):0.057667,Papio:0.12293):0,Colobus_guereza:0.054637);
33	(((((((Ardipithecus_ramidus:0.14378,((Sahelanthropus_tchadensis:0.129724,Australopithecus_anamensis:0.238176):0.103025,(Australopithecus_garhi:0.182639,(Australopithecus_afarensis:0.150449,(((Paranthropus_robustus:0.169133,(Paranthropus_aethiopicus:0.284457,Paranthropus_boisei:0.108019):0.175202):0.854976,Australopithecus_sediba:0.0481):0.011246,(((Homo_sapiens:0.138505,Homo_ergaster:0.055789):0.226813,Homo_habilis:0.147183):0.182054,((Kenyanthropus_platyops:0.06085,Homo_rudolfensis:0.278297):0.093272,Australopithecus_africanus:0.299034):0.198572):0.010415):0.217421):0.073752):0.349559):0.083135):0.18601,Pan_troglodytes:0.034112):0.077613,Gorilla_gorilla:0.14679):0.049492,Pongo_pygmaeus:0.40636):0.241072,Papio:0.139256):0.190056,Hylobates:0.190918):0,Colobus_guereza:0.057304);
34	((((((((Ardipithecus_ramidus:0.055375,(Australopithecus_anamensis:0.334141,((Paranthropus_aethiopicus:0.165937,(Paranthropus_boisei:0.156622,Paranthropus_robustus:0.465245):0.259726):0.426608,((Australopithecus_afarensis:0.327961,((Australopithecus_sediba:0.025748,((Homo_rudolfensis:0.179716,Kenyanthropus_platyops:0.09704):0.093235,Australopithecus_africanus:0.386558):0.304083):0.074354,((Homo_sapiens:0.131734,Homo_ergaster:0.073972):0.198601,Homo_habilis:0.151898):0.187524):0.067284):0.026973,Australopithecus_garhi:0.226227):0.146656):0.128252):0.002889):0.187662,Sahelanthropus_tchadensis:0.094863):0.183322,Pan_troglodytes:0.053741):0.053203,Gorilla_gorilla:0.176546):0.11691,Pongo_pygmaeus:0.378768):0.127094,Hylobates:0.155628):0.097343,Papio:0.131845):0,Colobus_guereza:0.103016);
35	((((((((((((Paranthropus_aethiopicus:0.021093,(Paranthropus_robustus:0.640292,Paranthropus_boisei:0.099425):0.202663):0.662098,Australopithecus_garhi:0.004057):0.087156,(Australopithecus_afarensis:0.092835,(Australopithecus_africanus:0.311204,(Australopithecus_sediba:0.058763,(((Homo_sapiens:0.142099,Homo_ergaster:0.059535):0.123312,Homo_habilis:0.190233):0.095692,(Homo_rudolfensis:0.233355,Kenyanthropus_platyops:0.224465):0.028373):0.041982):0.119138):0.170122):0.145637):0.089375,Australopithecus_anamensis:0.317387):0.112562,Ardipithecus_ramidus:0.170999):0.028378,Sahelanthropus_tchadensis:0.144483):0.137621,Pan_troglodytes:0.097656):0.019599,Gorilla_gorilla:0.096873):0.090302,Pongo_pygmaeus:0.35229):0.230213,Papio:0.150559):0.073265,Hylobates:0.193978):0,Colobus_guereza:0.107092);
36	((((((((Sahelanthropus_tchadensis:0.216216,Ardipithecus_ramidus:0.089706):0.002156,(Australopithecus_anamensis:0.226237,(Australopithecus_afarensis:0.19719,(((Homo_habilis:0.199537,(Homo_ergaster:0.070571,Homo_sapiens:0.206127):0.171902):0.108426,((Australopithecus_sediba:0.087152,Kenyanthropus_platyops:0.355235):0.03597,(Australopithecus_africanus:0.250703,Homo_rudolfensis:0.250386):0.280409):0.018171):0.089486,(Australopithecus_garhi:0.088334,((Paranthropus_boisei:0.003494,Paranthropus_robustus:0.390995):0.331628,Paranthropus_aethiopicus:0.029679):0.43556):0.264624):0.104477):0.112922):0.075468):0.146024,Pan_troglodytes:0.070475):0.114156,Gorilla_gorilla:0.13351):0.1799,Pongo_pygmaeus:0.298071):0.147733,Papio:0.180209):0.201834,Hylobates:0.156714):0,Colobus_guereza:0.185386);
37	(((((((((Australopithecus_anamensis:0.192265,(Australopithecus_afarensis:0.216879,((((Kenyanthropus_platyops:0.120973,Homo_rudolfensis:0.103957):0.112143,Australopithecus_africanus:0.106412):0.160379,((Homo_habilis:0.32468,(Homo_ergaster:0.067766,Homo_sapiens:0.232517):0.030049):0.186737,Australopithecus_sediba:0.05375):0.223048):0.184172,(Australopithecus_garhi:0.085981,((Paranthropus_robustus:0.338657,Paranthropus_boisei:0.121801):0.250329,Paranthropus_aethiopicus:0.049699):0.774248):0.066404):0.096674):0.137493):0.165977,Ardipithecus_ramidus:0.18417):0.084362,Sahelanthropus_tchadensis:0.146263):0.153785,Pan_troglodytes:0.178598):0.041062,Gorilla_gorilla:0.192764):0.167932,Pongo_pygmaeus:0.165169):0.261261,Hylobates:0.028079):0.03844,Papio:0.177793):0,Colobus_guereza:0.09643);
38	(((((((((Australopithecus_anamensis:0.142708,(((Paranthropus_aethiopicus:0.098944,(Paranthropus_boisei:0.047008,Paranthropus_robustus:0.467884):0.164562):0.834263,(Australopithecus_garhi:0.084435,((((Kenyanthropus_platyops:0.189625,Homo_rudolfensis:0.112889):0.217947,(Homo_habilis:0.210738,(Homo_sapiens:0.143202,Homo_ergaster:0.069488):0.200942):0.103386):0.151358,Australopithecus_sediba:0.086263):0.032326,Australopithecus_africanus:0.528275):0.175988):0.047139):0.041266,Australopithecus_afarensis:0.225803):0.207394):0.1713,Ardipithecus_ramidus:0.090611):0.138614,Sahelanthropus_tchadensis:0.156366):0.145617,Pan_troglodytes:0.129232):0.049511,Gorilla_gorilla:0.088467):0.036055,Pongo_pygmaeus:0.21481):0.235221,Papio:0.135678):0.179115,Hylobates:0.138166):0,Colobus_guereza:0.028164);
39	((((((((Ardipithecus_ramidus:0.152424,Sahelanthropus_tchadensis:0.115125):0.154543,((Australopithecus_afarensis:0.033302,((Australopithecus_garhi:0.025403,Australopithecus_africanus:0.228797):0.036721,(((Paranthropus_aethiopicus:0.213537,Paranthropus_boisei:0.107824):0.446713,Paranthropus_robustus:0.139701):0.78051,(Australopithecus_sediba:0.115041,((Kenyanthropus_platyops:0.134798,Homo_rudolfensis:0.101966):0.19522,(Homo_habilis:0.158458,(Homo_sapiens:0.187543,Homo_ergaster:0.026777):0.294624):0.0649):0.148736):0.015721):0.248145):0.159273):0.318468,Australopithecus_anamensis:0.192543):0.043854):0.311045,Pan_troglodytes:0.119808):0.021151,Gorilla_gorilla:0.131831):0.10688,Pongo_pygmaeus:0.288238):0.197843,Papio:0.159381):0.09043,Hylobates:0.140412):0,Colobus_guereza:0.041769);
40	((((((((((Australopithecus_afarensis:0.057223,(Australopithecus_garhi:0.098129,((((Paranthropus_boisei:0.195558,Paranthropus_robustus:0.345376):0.053603,Paranthropus_aethiopicus:0.045487):0.587342,((Australopithecus_africanus:0.37954,(Kenyanthropus_platyops:0.058363,Homo_rudolfensis:0.276792):0.11694):0.172969,Australopithecus_sediba:0.014579):0.065073):0.10858,(Homo_habilis:0.23441,(Homo_ergaster:0.031706,Homo_sapiens:0.20968):0.037807):0.116929):0.49126):0.073264):0.121418,Australopithecus_anamensis:0.090081):0.108051,Ardipithecus_ramidus:0.132279):0.045767,Sahelanthropus_tchadensis:0.171508):0.190224,Pan_troglodytes:0.037862):0.064392,Gorilla_gorilla:0.289216):0.166934,Pongo_pygmaeus:0.299569):0.160023,Papio:0.12018):0.064927,Hylobates:0.200989):0,Colobus_guereza:0.039158);
41	((((((((Ardipithecus_ramidus:0.082748,((((((Homo_habilis:0.257992,(Homo_sapiens:0.195825,Homo_ergaster:0.003957):0.102552):0.204788,((Homo_rudolfensis:0.141401,Kenyanthropus_platyops:0.288412):0.046201,Australopithecus_africanus:0.445703):0.084802):0.060142,Australopithecus_sediba:0.057405):0.262338,Australopithecus_afarensis:0.142662):0.031183,(Australopithecus_garhi:0.061657,((Paranthropus_robustus:0.317969,Paranthropus_boisei:0.103879):0.307826,Paranthropus_aethiopicus:0.045451):0.776479):0.132886):0.030439,Australopithecus_anamensis:0.242156):0.090508):0.043597,Sahelanthropus_tchadensis:0.196373):0.1123,Pan_troglodytes:0.052037):0.09521,Gorilla_gorilla:0.089711):0.143977,Pongo_pygmaeus:0.21895):0.147818,Papio:0.117723):0.115665,Hylobates:0.209186):0,Colobus_guereza:0.121781);
42	(((((((((((((((Kenyanthropus_platyops:0.078969,Australopithecus_africanus:0.401282):0.013554,Homo_rudolfensis:0.121583):0.270594,(Australopithecus_sediba:0.051738,((Homo_sapiens:0.099072,Homo_ergaster:0.073046):0.194831,Homo_habilis:0.141986):0.322674):0.023813):0.190785,Australopithecus_garhi:0.138602):0.099211,Australopithecus_afarensis:0.212376):0.047829,(Paranthropus_aethiopicus:0.024388,(Paranthropus_robustus:0.364322,Paranthropus_boisei:0.111634):0.190209):0.486548):0.030773,Australopithecus_anamensis:0.260949):0.228517,Sahelanthropus_tchadensis:0.104869):0.016842,Ardipithecus_ramidus:0.273935):0.151558,Pan_troglodytes:0.262572):0.080878,Gorilla_gorilla:0.144237):0.137883,Pongo_pygmaeus:0.167624):0.282812,Papio:0.01187):0.183739,Hylobates:0.27935):0,Colobus_guereza:0.076365);
43	(((((((((Australopithecus_anamensis:0.136352,((Paranthropus_boisei:0.100538,Paranthropus_robustus:0.543611):0.321507,Paranthropus_aethiopicus:0.053488):0.785093):0.117533,(Sahelanthropus_tchadensis:0.425824,(Australopithecus_afarensis:0.298426,(((Australopithecus_sediba:0.082062,(Homo_habilis:0.117812,(Homo_sapiens:0.232351,Homo_ergaster:0.045707):0.112967):0.176188):0.087166,(Australopithecus_africanus:0.248642,(Homo_rudolfensis:0.327183,Kenyanthropus_platyops:0.152518):0.097458):0.092592):0.252437,Australopithecus_garhi:0.144664):0.017511):0.129542):0.007058):0.029564,Ardipithecus_ramidus:0.144956):0.135137,Pan_troglodytes:0.022733):0.133082,Gorilla_gorilla:0.166018):0.12911,Pongo_pygmaeus:0.304043):0.335285,Hylobates:0.045026):0.176208,Papio:0.236433):0,Colobus_guereza:0.082116);
44	((((((((((Australopithecus_afarensis:0.124517,((((Homo_rudolfensis:0.234846,Kenyanthropus_platyops:0.167093):0.03034,Australopithecus_africanus:0.338361):0.197344,(((Homo_ergaster:0.052401,Homo_sapiens:0.141485):0.045096,Homo_habilis:0.146289):0.244743,Australopithecus_sediba:0.060931):0.046087):0.275616,(Australopithecus_garhi:0.189567,(Paranthropus_aethiopicus:0.031834,(Paranthropus_robustus:0.475464,Paranthropus_boisei:0.312812):0.259539):0.758023):0.037563):0.010804):0.156447,Ardipithecus_ramidus:0.132112):0.058337,Sahelanthropus_tchadensis:0.310414):0.009373,Australopithecus_anamensis:0.29849):0.205562,Pan_troglodytes:0.058721):0.190938,Gorilla_gorilla:0.125623):0.133564,Pongo_pygmaeus:0.292743):0.164785,Papio:0.174839):0.029039,Hylobates:0.132292):0,Colobus_guereza:0.089365);
45	((((((((((Australopithecus_afarensis:0.135582,((Australopithecus_garhi:0.002153,((Paranthropus_boisei:0.160957,Paranthropus_robustus:0.389343):0.262631,Paranthropus_aethiopicus:0.106038):0.657113):0.184333,(Australopithecus_sediba:0.081929,(((Homo_habilis:0.146556,(Homo_ergaster:0.031591,Homo_sapiens:0.275004):0.117537):0.288433,(Homo_rudolfensis:0.155355,Kenyanthropus_platyops:0.151949):0.181681):0.077946,Australopithecus_africanus:0.45318):0.001203):0.138943):0.055471):0.150721,Australopithecus_anamensis:0.256542):0.141955,Ardipithecus_ramidus:0.169983):0.089627,Sahelanthropus_tchadensis:0.236262):0.159631,Pan_troglodytes:0.054271):0.121493,Pongo_pygmaeus:0.372726):0.011553,Gorilla_gorilla:0.211488):0.359856,Hylobates:0.073437):0.123105,Papio:0.283768):0,Colobus_guereza:0.079733);
46	((((((((Sahelanthropus_tchadensis:0.302354,(Australopithecus_anamensis:0.281832,(((Australopithecus_sediba:0.098623,(((Homo_ergaster:0.069405,Homo_sapiens:0.163767):0.187322,Homo_habilis:0.154202):0.247226,(Australopithecus_africanus:0.436093,(Homo_rudolfensis:0.146179,Kenyanthropus_platyops:0.138863):0.057076):0.166933):0.056142):0.134987,(((Paranthropus_robustus:0.420091,Paranthropus_boisei:0.081907):0.36898,Paranthropus_aethiopicus:0.036529):0.43064,Australopithecus_garhi:0.132105):0.103459):0.145494,Australopithecus_afarensis:0.176372):0.19962):0.073305):0.070929,Ardipithecus_ramidus:0.055827):0.168252,Pan_troglodytes:0.107735):0.122958,Gorilla_gorilla:0.152658):0.046726,Pongo_pygmaeus:0.46795):0.169642,Papio:0.116928):0.127419,Hylobates:0.214934):0,Colobus_guereza:0.049836);
47	(((((((((Australopithecus_anamensis:0.249742,((Australopithecus_sediba:0.038319,((((Homo_rudolfensis:0.075435,Kenyanthropus_platyops:0.078443):0.174898,(Homo_habilis:0.151669,(Homo_sapiens:0.220677,Homo_ergaster:0.051523):0.207315):0.252531):0.067265,Australopithecus_africanus:0.288968):0.155338,((Paranthropus_robustus:0.34791,Paranthropus_aethiopicus:0.379927):0.021149,Paranthropus_boisei:0.188394):0.976437):0.037412):0.218512,(Australopithecus_afarensis:0.178101,Australopithecus_garhi:0.071486):0.071241):0.238281):0.067114,Ardipithecus_ramidus:0.100619):0.094921,Sahelanthropus_tchadensis:0.243147):0.089765,Pan_troglodytes:0.042623):0.122925,Pongo_pygmaeus:0.420643):0.063936,Gorilla_gorilla:0.099074):0.220155,Papio:0.065591):0.12224,Hylobates:0.186185):0,Colobus_guereza:0.030677);
48	(((((((((Australopithecus_anamensis:0.230825,(Australopithecus_afarensis:0.206673,(Australopithecus_garhi:0.077811,(((Paranthropus_boisei:0.016649,Paranthropus_robustus:0.482487):0.207712,Paranthropus_aethiopicus:0.015821):0.745918,(((Homo_rudolfensis:0.135972,(Kenyanthropus_platyops:0.255339,Australopithecus_africanus:0.333649):0.014416):0.147993,Australopithecus_sediba:0.024221):0.045652,(Homo_habilis:0.349709,(Homo_ergaster:0.01314,Homo_sapiens:0.167307):0.07754):0.222059):0.113988):0.128949):0.108757):0.079699):0.195014,Sahelanthropus_tchadensis:0.13099):0.064323,Ardipithecus_ramidus:0.164927):0.180847,Pan_troglodytes:0.122345):0.117281,Gorilla_gorilla:0.137551):0.007908,Pongo_pygmaeus:0.422997):0.263956,Papio:0.176194):0.127546,Hylobates:0.216303):0,Colobus_guereza:0.044116);
49	((((((((Ardipithecus_ramidus:0.105885,(Australopithecus_anamensis:0.180312,((Paranthropus_aethiopicus:0.013565,(Paranthropus_robustus:0.197635,Paranthropus_boisei:0.178547):0.351219):0.549281,((Australopithecus_afarensis:0.219924,Australopithecus_garhi:0.069564):0.026734,(Australopithecus_africanus:0.395361,(Australopithecus_sediba:0.06529,(((Homo_ergaster:0.082462,Homo_sapiens:0.207486):0.081396,Homo_habilis:0.247769):0.221253,(Homo_rudolfensis:0.182503,Kenyanthropus_platyops:0.087978):0.17228):0.01234):0.065947):0.114838):0.049559):0.145051):0.119547):0.0075,Sahelanthropus_tchadensis:0.324272):0.165067,Pan_troglodytes:0.03178):0.127083,Gorilla_gorilla:0.186462):0.166742,Pongo_pygmaeus:0.261091):0.040043,Papio:0.206153):0.148939,Hylobates:0.303086):0,Colobus_guereza:0.131936);
50	((((((((Ardipithecus_ramidus:0.302269,(Australopithecus_anamensis:0.240719,(Australopithecus_afarensis:0.125891,((Australopithecus_garhi:0.054626,Australopithecus_africanus:0.58355):0.045666,((((Paranthropus_aethiopicus:0.164543,(Paranthropus_boisei:0.122011,Paranthropus_robustus:0.482194):0.318595):0.725638,((Homo_ergaster:0.080623,Homo_sapiens:0.143814):0.045544,Homo_habilis:0.253641):0.063034):0.197038,Australopithecus_sediba:0.054371):0.062331,(Kenyanthropus_platyops:0.228935,Homo_rudolfensis:0.218444):0.120759):0.177478):0.036657):0.168279):0.220463):0.013115,Sahelanthropus_tchadensis:0.241311):0.104052,Pan_troglodytes:0.056376):0.144552,Gorilla_gorilla:0.143627):0.067872,Pongo_pygmaeus:0.244012):0.35718,Hylobates:0.053657):0.104191,Papio:0.152843):0,Colobus_guereza:0.104705);
51	(((((((Ardipithecus_ramidus:0.115643,(Sahelanthropus_tchadensis:0.127368,(Australopithecus_anamensis:0.167458,(Australopithecus_afarensis:0.180318,(Australopithecus_garhi:0.516383,(((Paranthropus_robustus:0.350632,Paranthropus_boisei:0.12467):0.287272,Paranthropus_aethiopicus:0.010986):0.69832,((Australopithecus_africanus:0.350686,(Kenyanthropus_platyops:0.17849,Homo_rudolfensis:0.139409):0.136827):0.255224,(((Homo_sapiens:0.177183,Homo_ergaster:0.063513):0.044365,Homo_habilis:0.3562):0.164746,Australopithecus_sediba:0.034727):0.0131):0.103715):0.093573):0.155113):0.127631):0.046033):0.061782):0.097141,Pan_troglodytes:0.09997):0.151801,Gorilla_gorilla:0.123353):0.083535,Pongo_pygmaeus:0.370947):0.120061,Papio:0.116437):0.158561,Hylobates:0.109792):0,Colobus_guereza:0.084709);
52	((((((((Sahelanthropus_tchadensis:0.165757,(Australopithecus_anamensis:0.182269,(Australopithecus_afarensis:0.113089,(Australopithecus_garhi:0.034313,(Australopithecus_sediba:0.081946,(((Kenyanthropus_platyops:0.054898,Homo_rudolfensis:0.367499):0.078785,Australopithecus_africanus:0.317482):0.209498,(((Paranthropus_boisei:0.159993,Paranthropus_robustus:0.251498):0.208555,Paranthropus_aethiopicus:0.195723):0.462776,(Homo_habilis:0.203952,(Homo_sapiens:0.165349,Homo_ergaster:0.029344):0.096477):0.200281):0.08478):0.127972):0.229364):0.296476):0.184228):0.076931):0.214123,Ardipithecus_ramidus:0.063035):0.300341,Pan_troglodytes:0.078047):0.082041,Gorilla_gorilla:0.232696):0.119994,Pongo_pygmaeus:0.259081):0.185866,Hylobates:0.16395):0.173681,Papio:0.147501):0,Colobus_guereza:0.05101);
53	(((((((((((Australopithecus_garhi:0.084262,(((Paranthropus_robustus:0.316702,Paranthropus_boisei:0.127796):0.112731,Paranthropus_aethiopicus:0.029264):0.654931,(((Homo_rudolfensis:0.241943,Kenyanthropus_platyops:0.033079):0.201868,Australopithecus_africanus:0.265167):0.085756,((Homo_habilis:0.26009,(Homo_sapiens:0.216948,Homo_ergaster:0.048462):0.038877):0.249465,Australopithecus_sediba:0.047028):0.139048):0.018442):0.126133):0.071351,Australopithecus_afarensis:0.169058):0.103891,Australopithecus_anamensis:0.336044):0.270681,Ardipithecus_ramidus:0.009293):0.218753,Sahelanthropus_tchadensis:0.185217):0.186105,Pan_troglodytes:0.068886):0.120385,Gorilla_gorilla:0.139733):0.061631,Pongo_pygmaeus:0.247029):0.33746,Papio:0.080879):0.292843,Hylobates:0.184779):0,Colobus_guereza:0.058685);
54	(((((((((Ardipithecus_ramidus:0.06149,(Paranthropus_aethiopicus:0.105328,(Paranthropus_robustus:0.523761,Paranthropus_boisei:0.119496):0.308175):0.615654):0.08317,(Australopithecus_anamensis:0.423391,(Australopithecus_afarensis:0.240493,(((((Homo_ergaster:0.050517,Homo_sapiens:0.231222):0.100228,Homo_habilis:0.179454):0.080944,(Homo_rudolfensis:0.19571,(Kenyanthropus_platyops:0.107341,Australopithecus_africanus:0.160611):0.030104):0.163692):0.011413,Australopithecus_sediba:0.102545):0.130867,Australopithecus_garhi:0.061129):0.015129):0.237752):0.026319):0.035352,Sahelanthropus_tchadensis:0.073572):0.127973,Pan_troglodytes:0.103546):0.012878,Pongo_pygmaeus:0.344597):0.006384,Gorilla_gorilla:0.194921):0.219876,Papio:0.16437):0.048151,Hylobates:0.174911):0,Colobus_guereza:0.082704);
55	(((((((Ardipithecus_ramidus:0.063476,(Sahelanthropus_tchadensis:0.105239,(Australopithecus_anamensis:0.180627,(Australopithecus_afarensis:0.122847,(Australopithecus_garhi:0.200993,((Australopithecus_africanus:0.554662,((Paranthropus_robustus:0.290553,Paranthropus_boisei:0.260814):0.27682,Paranthropus_aethiopicus:0.029111):0.709835):0.138806,((Homo_rudolfensis:0.151209,Kenyanthropus_platyops:0.132771):0.172549,((Homo_habilis:0.155043,(Homo_ergaster:0.001544,Homo_sapiens:0.255768):0.211941):0.173529,Australopithecus_sediba:0.033487):0.150334):0.121512):0.061807):0.150696):0.129912):0.087525):0.033654):0.214134,Pan_troglodytes:0.093887):0.08536,Gorilla_gorilla:0.139139):0.088204,Pongo_pygmaeus:0.289107):0.16962,Papio:0.032371):0.117869,Hylobates:0.111413):0,Colobus_guereza:0.145313);
56	(((((((Ardipithecus_ramidus:0.046173,(Sahelanthropus_tchadensis:0.175653,((Australopithecus_afarensis:0.047686,((((Paranthropus_boisei:0.157863,Paranthropus_robustus:0.405013):0.122387,Paranthropus_aethiopicus:0.034406):0.590485,Australopithecus_garhi:0.242254):0.158287,(((Homo_rudolfensis:0.328985,Kenyanthropus_platyops:0.098261):0.07586,Australopithecus_africanus:0.229561):0.041932,((Homo_habilis:0.1422,(Homo_sapiens:0.149375,Homo_ergaster:0.093748):0.095247):0.194488,Australopithecus_sediba:0.001486):0.054982):0.431157):0.057867):0.192297,Australopithecus_anamensis:0.338438):0.087658):0.128004):0.199187,Pan_troglodytes:0.051756):0.050378,Gorilla_gorilla:0.103488):0.102879,Pongo_pygmaeus:0.25668):0.156999,Papio:0.302514):0.116611,Hylobates:0.166135):0,Colobus_guereza:0.090071);
57	((((((((Ardipithecus_ramidus:0.138865,((((Australopithecus_afarensis:0.254254,(Paranthropus_aethiopicus:0.011754,(Paranthropus_robustus:0.323792,Paranthropus_boisei:0.162405):0.295047):0.705076):0.100575,(((Australopithecus_africanus:0.463662,Kenyanthropus_platyops:0.06126):0.002476,Homo_rudolfensis:0.145248):0.175899,(Australopithecus_sediba:0.11645,(Homo_sapiens:0.138346,(Homo_ergaster:0.075606,Homo_habilis:0.285369):0.007588):0.124078):0.098393):0.149108):0.074752,Australopithecus_garhi:0.281959):0.119823,Australopithecus_anamensis:0.26357):0.025784):0.040168,Sahelanthropus_tchadensis:0.156723):0.163582,Gorilla_gorilla:0.229001):0.008079,Pan_troglodytes:0.208828):0.102796,Pongo_pygmaeus:0.27541):0.271472,Papio:0.097923):0.07369,Hylobates:0.236674):0,Colobus_guereza:0.078486);
